b'Data generated by the ASTRA High Altitude Balloon Flight Planner - University of Southampton',b'',b'',b'',b'',b''
b'Simulation #',b'Time from launch [s]',b'Latitude',b'Longitude',b'Altitude [m]',b'Remarks'
b'1.0',b'0.0',b'51.4779',b'0.0014',b'4.0',b'Balloon Launch'
b'1.0',b'3.0',b'51.47778130339206',b'0.001103531654630271',b'11.9136699631058',b''
b'1.0',b'6.0',b'51.47766261312145',b'0.0008070713119735034',b'22.23382413108832',b''
b'1.0',b'9.0',b'51.47754392918908',b'0.000510618954079826',b'32.56332800456484',b''
b'1.0',b'12.0',b'51.47742525159587',b'0.00021417456295460342',b'42.89287151688476',b''
b'1.0',b'15.0',b'51.47730658034271',b'-8.226187937757676e-05',b'53.22237349848111',b''
b'1.0',b'18.0',b'51.47718790722075',b'-0.0003787005751328216',b'63.55187548007747',b''
b'1.0',b'21.0',b'51.47706921085303',b'-0.0006751680550552239',b'73.88137746167382',b''
b'1.0',b'24.0',b'51.47695049123266',b'-0.0009716643361859969',b'84.21087944327017',b''
b'1.0',b'27.0',b'51.47683174835277',b'-0.001268189436258103',b'94.54038142486652',b''
b'1.0',b'30.0',b'51.47671298220651',b'-0.0015647433730034933',b'104.87155736537277',b''
b'1.0',b'33.0',b'51.47659419278702',b'-0.0018613261641056051',b'115.20424610180935',b''
b'1.0',b'36.0',b'51.476475380087464',b'-0.0021579378272626303',b'125.53693483824591',b''
b'1.0',b'39.0',b'51.476356544101',b'-0.002454578380124378',b'135.8696235746825',b''
b'1.0',b'42.0',b'51.47623677767517',b'-0.0027554443339440817',b'146.20231231111907',b''
b'1.0',b'45.0',b'51.476115531642066',b'-0.003063243933355553',b'156.53500104755565',b''
b'1.0',b'48.0',b'51.47599284340385',b'-0.0033780131657823002',b'166.88110207200617',b''
b'1.0',b'51.0',b'51.475868751619636',b'-0.003699782682836366',b'177.2333737074028',b''
b'1.0',b'54.0',b'51.475743295953144',b'-0.0040285784014050885',b'187.5856453427994',b''
b'1.0',b'57.0',b'51.47561651621077',b'-0.004364425627738733',b'197.93791697819603',b''
b'1.0',b'60.0',b'51.47548845233679',b'-0.004707349053615046',b'208.29018861359265',b''
b'1.0',b'63.0',b'51.47535914440841',b'-0.0050573727527966975',b'218.64246024898927',b''
b'1.0',b'66.0',b'51.47522863263086',b'-0.005414520177505549',b'228.99473188438589',b''
b'1.0',b'69.0',b'51.47509695733245',b'-0.005778814155043808',b'239.34700351978253',b''
b'1.0',b'72.0',b'51.47496415895944',b'-0.0061502768846697425',b'249.69927515517915',b''
b'1.0',b'75.0',b'51.47483027807104',b'-0.00652892993434012',b'260.0515467905758',b''
b'1.0',b'78.0',b'51.474695355334205',b'-0.006914794237904693',b'270.4038184259724',b''
b'1.0',b'81.0',b'51.474559419161956',b'-0.0073079832021657135',b'280.89040556786586',b''
b'1.0',b'84.0',b'51.47442252316497',b'-0.00770842471468821',b'291.2442859803077',b''
b'1.0',b'87.0',b'51.47428470814245',b'-0.008116139226416692',b'301.60023022854614',b''
b'1.0',b'90.0',b'51.474146015004955',b'-0.008531146550150389',b'311.958238312581',b''
b'1.0',b'93.0',b'51.47400648476913',b'-0.008953465859777202',b'322.31831023241244',b''
b'1.0',b'96.0',b'51.473866158552326',b'-0.009383115687565577',b'332.68044598804033',b''
b'1.0',b'99.0',b'51.473725077567344',b'-0.009820113920985675',b'343.0446455794647',b''
b'1.0',b'102.0',b'51.47358356786434',b'-0.010264053088140043',b'353.4109090066856',b''
b'1.0',b'105.0',b'51.473443713704995',b'-0.010711876507866406',b'363.779236269703',b''
b'1.0',b'108.0',b'51.473305546850646',b'-0.011163567912871954',b'374.1496273685169',b''
b'1.0',b'111.0',b'51.47316909893894',b'-0.011619109925792969',b'384.5220823031273',b''
b'1.0',b'114.0',b'51.473034401478145',b'-0.012078484566735331',b'394.8966010735342',b''
b'1.0',b'117.0',b'51.472901486360726',b'-0.012541674323490485',b'405.2761547763787',b''
b'1.0',b'120.0',b'51.47277038497173',b'-0.013008660286706527',b'415.6585371605474',b''
b'1.0',b'123.0',b'51.47264112848338',b'-0.013479422810160633',b'426.0433429939018',b''
b'1.0',b'126.0',b'51.47251374791934',b'-0.013953941662330502',b'436.4305722764418',b''
b'1.0',b'129.0',b'51.47238827414939',b'-0.014432196031189152',b'446.82022500816754',b''
b'1.0',b'132.0',b'51.47226473788414',b'-0.014914164529498892',b'457.2123011890789',b''
b'1.0',b'135.0',b'51.47214316966991',b'-0.015399825200691037',b'467.606800819176',b''
b'1.0',b'138.0',b'51.4720235998836',b'-0.015889155523866296',b'478.0037238984587',b''
b'1.0',b'141.0',b'51.4719060587277',b'-0.01638213242010327',b'488.40307042692706',b''
b'1.0',b'144.0',b'51.4717905762254',b'-0.01687873225784661',b'498.8048404045811',b''
b'1.0',b'147.0',b'51.471677182215714',b'-0.01737893085885471',b'509.20903383142087',b''
b'1.0',b'150.0',b'51.4715659063488',b'-0.01788270350476852',b'519.6156507074463',b''
b'1.0',b'153.0',b'51.47145677808129',b'-0.01839002494282495',b'530.0246910326573',b''
b'1.0',b'156.0',b'51.47134982667168',b'-0.0189008693921519',b'540.4361548070541',b''
b'1.0',b'159.0',b'51.47124508117598',b'-0.019415210550703187',b'550.8500420306365',b''
b'1.0',b'162.0',b'51.47114257044324',b'-0.019933021601084126',b'561.2663527034046',b''
b'1.0',b'165.0',b'51.4710423791521',b'-0.020453545861573278',b'571.6850868253583',b''
b'1.0',b'168.0',b'51.47094479414156',b'-0.020973052635368607',b'582.1062443964978',b''
b'1.0',b'171.0',b'51.47084979902836',b'-0.02149150888934867',b'592.5288974095172',b''
b'1.0',b'174.0',b'51.47075737750314',b'-0.022008881740014734',b'602.9536960270793',b''
b'1.0',b'177.0',b'51.47066751320889',b'-0.022525138641711046',b'613.3808016928206',b''
b'1.0',b'180.0',b'51.47058018970264',b'-0.023040247402976013',b'623.8102144067408',b''
b'1.0',b'183.0',b'51.47049539045684',b'-0.023554176184349067',b'634.2419341688399',b''
b'1.0',b'186.0',b'51.470413098860796',b'-0.024066893496749803',b'644.6759609791179',b''
b'1.0',b'189.0',b'51.470333298222265',b'-0.02457836820036363',b'655.112294837575',b''
b'1.0',b'192.0',b'51.47025597176876',b'-0.025088569502552352',b'665.550935744211',b''
b'1.0',b'195.0',b'51.47018110264896',b'-0.025597466956292773',b'675.9918836990258',b''
b'1.0',b'198.0',b'51.470108673934284',b'-0.026105030459096738',b'686.4351387020197',b''
b'1.0',b'201.0',b'51.47003866862008',b'-0.02661123025084892',b'696.8807007531925',b''
b'1.0',b'204.0',b'51.46997106962722',b'-0.02711603691290617',b'707.3285698525442',b''
b'1.0',b'207.0',b'51.469905859803326',b'-0.027619421366136904',b'717.778746000075',b''
b'1.0',b'210.0',b'51.46984302192412',b'-0.028121354869447276',b'728.2312291957846',b''
b'1.0',b'213.0',b'51.46978253869493',b'-0.02862180901874732',b'738.6860194396733',b''
b'1.0',b'216.0',b'51.46972439275183',b'-0.029120755744922924',b'749.1431167317407',b''
b'1.0',b'219.0',b'51.46966856666317',b'-0.02961816731296339',b'759.6025210719873',b''
b'1.0',b'222.0',b'51.46961504293072',b'-0.03011401632011751',b'770.0642324604128',b''
b'1.0',b'225.0',b'51.46956380368216',b'-0.03060827592271221',b'780.5268159493605',b''
b'1.0',b'228.0',b'51.46951483118971',b'-0.031100919465141902',b'790.9912123172422',b''
b'1.0',b'231.0',b'51.469468431825504',b'-0.03159175024914787',b'801.4577289870878',b''
b'1.0',b'234.0',b'51.46942474922375',b'-0.03208064275234289',b'811.9263659588971',b''
b'1.0',b'237.0',b'51.4693837583978',b'-0.03256755736694826',b'822.3971232326703',b''
b'1.0',b'240.0',b'51.46934543416121',b'-0.0330524549644274',b'832.8700008084074',b''
b'1.0',b'243.0',b'51.46930975113299',b'-0.03353529701692235',b'843.3449986861085',b''
b'1.0',b'246.0',b'51.469276683742564',b'-0.034016045598120034',b'853.8221168657734',b''
b'1.0',b'249.0',b'51.469246206234885',b'-0.03449466338437203',b'864.3013553474021',b''
b'1.0',b'252.0',b'51.4692182926756',b'-0.034971113655994764',b'874.7827141309947',b''
b'1.0',b'255.0',b'51.46919291695601',b'-0.03544536029785455',b'885.2661932165512',b''
b'1.0',b'258.0',b'51.46917005279809',b'-0.035917367800170644',b'895.7517926040716',b''
b'1.0',b'261.0',b'51.46914967375968',b'-0.03638710125946504',b'906.2395122935558',b''
