b'Data generated by the ASTRA High Altitude Balloon Flight Planner - University of Southampton',b'',b'',b'',b'',b''
b'Simulation #',b'Time from launch [s]',b'Latitude',b'Longitude',b'Altitude [m]',b'Remarks'
b'1.0',b'0.0',b'42.027681',b'93.653945',b'304.0',b'Balloon Launch'
b'1.0',b'3.0',b'42.02775041250245',b'93.6540575319288',b'314.5487595786015',b''
b'1.0',b'6.0',b'42.02781981220044',b'93.65417001516431',b'332.64656045968974',b''
b'1.0',b'9.0',b'42.027889198573035',b'93.6542824493692',b'351.2263799624162',b''
b'1.0',b'12.0',b'42.027958571659006',b'93.65439483448135',b'369.8292112597194',b''
b'1.0',b'15.0',b'42.02802793151693',b'93.65450717044867',b'388.43864737534534',b''
b'1.0',b'18.0',b'42.028097278206694',b'93.65461945722014',b'407.0534351329021',b''
b'1.0',b'21.0',b'42.02816661174557',b'93.65473169472372',b'425.7089015730008',b''
b'1.0',b'24.0',b'42.028235932182035',b'93.65484388290324',b'444.37911107499343',b''
b'1.0',b'27.0',b'42.02830523958201',b'93.65495602171158',b'463.0493205769861',b''
b'1.0',b'30.0',b'42.02837453401118',b'93.65506811110194',b'481.7195300789787',b''
b'1.0',b'33.0',b'42.02844379362176',b'93.65518017966028',b'500.38973958097137',b''
b'1.0',b'36.0',b'42.02851292516256',b'93.65529234898112',b'519.059949082964',b''
b'1.0',b'39.0',b'42.028581928422305',b'93.6554046188883',b'537.7301585849566',b''
b'1.0',b'42.0',b'42.02865080319577',b'93.65551698920261',b'556.4003680869492',b''
b'1.0',b'45.0',b'42.028719549283664',b'93.65562945974031',b'575.0705775889419',b''
b'1.0',b'48.0',b'42.028788164719145',b'93.6557420320834',b'593.9822561162446',b''
b'1.0',b'51.0',b'42.02885665104688',b'93.65585470430491',b'612.6581524504232',b''
b'1.0',b'54.0',b'42.02892500804367',b'93.65596747624915',b'631.3397269376206',b''
b'1.0',b'57.0',b'42.028993235492145',b'93.65608034775568',b'650.0269795778368',b''
b'1.0',b'60.0',b'42.029061333180685',b'93.65619331865962',b'668.7199103710715',b''
b'1.0',b'63.0',b'42.02912930090344',b'93.65630638879162',b'687.418519317325',b''
b'1.0',b'66.0',b'42.02919713846027',b'93.65641955797804',b'706.1228064165972',b''
b'1.0',b'69.0',b'42.02926484565665',b'93.65653282604093',b'724.832771668888',b''
b'1.0',b'72.0',b'42.02933400986485',b'93.65665006885537',b'743.5484150741976',b''
b'1.0',b'75.0',b'42.02940503772366',b'93.65677242305789',b'762.2731391168998',b''
b'1.0',b'78.0',b'42.029477874581744',b'93.65689991295804',b'781.0123153252829',b''
b'1.0',b'81.0',b'42.02955246604543',b'93.65703255867399',b'799.758030646281',b''
b'1.0',b'84.0',b'42.029628758811405',b'93.65717037835702',b'818.5102850798943',b''
b'1.0',b'87.0',b'42.02970670070104',b'93.6573133882264',b'837.2690786261227',b''
b'1.0',b'90.0',b'42.02978624069229',b'93.65746160260625',b'856.0344112849662',b''
b'1.0',b'93.0',b'42.02986732894929',b'93.65761503396389',b'874.8062830564247',b''
b'1.0',b'96.0',b'42.02994991684952',b'93.65777369294972',b'893.5846939404985',b''
b'1.0',b'99.0',b'42.03003395700869',b'93.6579375884382',b'912.3696439371872',b''
b'1.0',b'102.0',b'42.030119403303374',b'93.6581067275699',b'931.1611330464912',b''
b'1.0',b'105.0',b'42.03020621089143',b'93.65828111579431',b'949.9591612684101',b''
b'1.0',b'108.0',b'42.03029433623026',b'93.65846075691334',b'968.7637286029442',b''
b'1.0',b'111.0',b'42.03037584089531',b'93.6586410464447',b'987.5748350500935',b''
b'1.0',b'114.0',b'42.03045045756137',b'93.65882132758725',b'1006.3924806098578',b''
b'1.0',b'117.0',b'42.03051832195933',b'93.65900117332119',b'1025.216665282237',b''
b'1.0',b'120.0',b'42.0305795825835',b'93.65918017147254',b'1044.0473890672315',b''
b'1.0',b'123.0',b'42.030634400086846',b'93.6593579251916',b'1062.8846519648412',b''
b'1.0',b'126.0',b'42.030682946670886',b'93.65953405343248',b'1081.728453975066',b''
b'1.0',b'129.0',b'42.03072540546959',b'93.65970819140615',b'1100.5787950979059',b''
b'1.0',b'132.0',b'42.030761969927475',b'93.65987999100636',b'1119.4356753333607',b''
b'1.0',b'135.0',b'42.030792843170985',b'93.66004912120819',b'1138.2990946814307',b''
b'1.0',b'138.0',b'42.03081823737351',b'93.6602152684385',b'1157.169053142116',b''
b'1.0',b'141.0',b'42.03083837311386',b'93.66037813691743',b'1176.045550715416',b''
b'1.0',b'144.0',b'42.030853478727984',b'93.66053744897027',b'1194.9285874013315',b''
b'1.0',b'147.0',b'42.03086378965442',b'93.66069294530882',b'1213.8181631998618',b''
b'1.0',b'150.0',b'42.03087030701533',b'93.66084327595802',b'1232.7142781110074',b''
b'1.0',b'153.0',b'42.03087353183263',b'93.66098792958',b'1251.616932134768',b''
b'1.0',b'156.0',b'42.03087371097167',b'93.66112679643145',b'1270.524085583752',b''
b'1.0',b'159.0',b'42.030871092671504',b'93.66125978042425',b'1289.4361342604718',b''
b'1.0',b'162.0',b'42.03086592605527',b'93.66138679884716',b'1308.354418823704',b''
b'1.0',b'165.0',b'42.030858460965845',b'93.66150778275758',b'1327.2789392734483',b''
b'1.0',b'168.0',b'42.030848947572466',b'93.66162267694848',b'1346.2096956097048',b''
b'1.0',b'171.0',b'42.03083763597632',b'93.66173143989396',b'1365.1466878324736',b''
b'1.0',b'174.0',b'42.03082477581635',b'93.66183404367274',b'1384.0899159417547',b''
b'1.0',b'177.0',b'42.0308106158754',b'93.66193047386969',b'1403.039379937548',b''
b'1.0',b'180.0',b'42.03079540368905',b'93.6620207294545',b'1421.9950798198533',b''
b'1.0',b'183.0',b'42.030779385157',b'93.66210482263776',b'1440.9570155886713',b''
b'1.0',b'186.0',b'42.030762804159',b'93.66218277870418',b'1459.925187244001',b''
b'1.0',b'189.0',b'42.030745762463084',b'93.66225541354655',b'1478.8995947858434',b''
b'1.0',b'192.0',b'42.030727839016784',b'93.66232585071768',b'1497.8802382141978',b''
b'1.0',b'195.0',b'42.03070910293161',b'93.66239408275732',b'1516.8671175290644',b''
b'1.0',b'198.0',b'42.03068962282692',b'93.6624601053368',b'1535.8602327304434',b''
b'1.0',b'201.0',b'42.03066946676505',b'93.66252391714744',b'1554.8595838183346',b''
b'1.0',b'204.0',b'42.03064870218827',b'93.66258551984998',b'1573.865170792738',b''
b'1.0',b'207.0',b'42.03062739585702',b'93.66264491802227',b'1592.8769936536535',b''
b'1.0',b'210.0',b'42.0306056137899',b'93.66270211910471',b'1611.8950524010813',b''
b'1.0',b'213.0',b'42.030583421205684',b'93.66275713334431',b'1630.9193470350215',b''
b'1.0',b'216.0',b'42.03056088246649',b'93.66280997373646',b'1649.9498775554737',b''
b'1.0',b'219.0',b'42.03053806102332',b'93.66286065596547',b'1668.9866439624384',b''
b'1.0',b'222.0',b'42.030515019397605',b'93.66290919872202',b'1688.0262706290646',b''
b'1.0',b'225.0',b'42.03049181906751',b'93.66295562332941',b'1707.0680433638204',b''
b'1.0',b'228.0',b'42.03046852039457',b'93.66299995321388',b'1726.1154317870466',b''
b'1.0',b'231.0',b'42.03044668450162',b'93.66304382823046',b'1745.1684358987438',b''
b'1.0',b'234.0',b'42.03042903082405',b'93.66308962277982',b'1764.227055698912',b''
b'1.0',b'237.0',b'42.030415593010865',b'93.66313664548117',b'1783.291291187551',b''
b'1.0',b'240.0',b'42.03040634360917',b'93.66318422035417',b'1802.3611423646607',b''
b'1.0',b'243.0',b'42.0304011972708',b'93.66323169648068',b'1821.4366092302414',b''
b'1.0',b'246.0',b'42.03040001470056',b'93.6632784565081',b'1840.517691784293',b''
b'1.0',b'249.0',b'42.03040260725349',b'93.66332392426845',b'1859.6043900268153',b''
b'1.0',b'252.0',b'42.03040874208194',b'93.66336757143343',b'1878.6967039578085',b''
b'1.0',b'255.0',b'42.03041814772911',b'93.66340892314435',b'1897.7946335772726',b''
b'1.0',b'258.0',b'42.03043052006398',b'93.66344756257519',b'1916.8981788852075',b''
b'1.0',b'261.0',b'42.03044552845145',b'93.66348313440501',b'1936.0073398816135',b''
b'1.0',b'264.0',b'42.030462822053465',b'93.66351534719402',b'1955.1221165664901',b''
b'1.0',b'267.0',b'42.030482036159476',b'93.66354397467427',b'1974.2425089398375',b''
b'1.0',b'270.0',b'42.03050279844868',b'93.66356885598181',b'1993.368517001656',b''
